Wales Regions,Counties,Number of Projects ,Electrical Capacity (MWe) ,Heat Capacity (MWth) ,Electrical Generation (MWhe) ,Heat Generation (MWhth) ,Technology,Year
North Wales ,Isle of Anglesey ,39,0,1.93674,0,5938.04484,Biomass,2014
North Wales,Gwynedd ,126,0,7.25286,0,22237.26876,Biomass,2014
North Wales,Conwy ,80,0,4.61512,0,14149.95792,Biomass,2014
North Wales,Denbighshire ,113,0,9.9025,0,30361.065,Biomass,2014
North Wales,Flintshire ,81,0,5.06308,0,15523.40328,Biomass,2014
North Wales,Wrexham ,52,0,29.8237,0,91439.4642,Biomass,2014
Mid & South West Wales,Powys ,608,0,72.72834,0,222985.09044,Biomass,2014
Mid & South West Wales,Ceredigion ,161,0,10.6321,0,32598.0186,Biomass,2014
Mid & South West Wales,Pembrokeshire ,156,0,8.10905,0,24862.3473,Biomass,2014
Mid & South West Wales,Carmarthenshire ,222,0,12.53952,0,38446.16832,Biomass,2014
Mid & South West Wales,Swansea ,30,0,2.0133,0,6172.7778,Biomass,2014
Mid & South West Wales,Neath Port Talbot ,59,0,8.57,0,26275.62,Biomass,2014
South East Wales ,Bridgend ,15,0,1.21222,0,3716.66652,Biomass,2014
South East Wales,Vale of Glamorgan ,25,0,1.2574,0,3855.1884,Biomass,2014
South East Wales,Cardiff ,12,0,2.7743,0,8506.0038,Biomass,2014
South East Wales,Rhondda Cynon Taf ,37,0,8.125,0,24911.25,Biomass,2014
South East Wales,Merthyr Tydfil ,3,0,0.12,0,367.92,Biomass,2014
South East Wales,Caerphilly ,28,0,3.3305,0,10211.313,Biomass,2014
South East Wales,Blaenau Gwent ,4,0,0.9534,0,2923.1244,Biomass,2014
South East Wales,Torfaen ,14,0.06,1.777,420.48,5448.282,Biomass,2014
South East Wales,Monmouthshire ,119,0,11.2547,0,34506.9102,Biomass,2014
South East Wales,Newport ,16,0,1.08121,0,3314.98986,Biomass,2014
Offshore ,Offshore,.,.,.,.,.,Biomass,2014
Unknown (1),Unknown,0,0,0,0,0,Biomass,2014
North Wales ,Isle of Anglesey ,.,.,.,.,.,Energy from Waste,2014
North Wales,Gwynedd ,.,.,.,.,.,Energy from Waste,2014
North Wales,Conwy ,.,.,.,.,.,Energy from Waste,2014
North Wales,Denbighshire ,.,.,.,.,.,Energy from Waste,2014
North Wales,Flintshire ,.,.,.,.,.,Energy from Waste,2014
North Wales,Wrexham ,.,.,.,.,.,Energy from Waste,2014
Mid & South West Wales,Powys ,.,.,.,.,.,Energy from Waste,2014
Mid & South West Wales,Ceredigion ,.,.,.,.,.,Energy from Waste,2014
Mid & South West Wales,Pembrokeshire ,.,.,.,.,.,Energy from Waste,2014
Mid & South West Wales,Carmarthenshire ,.,.,.,.,.,Energy from Waste,2014
Mid & South West Wales,Swansea ,.,.,.,.,.,Energy from Waste,2014
Mid & South West Wales,Neath Port Talbot ,.,.,.,.,.,Energy from Waste,2014
South East Wales ,Bridgend ,.,.,.,.,.,Energy from Waste,2014
South East Wales,Vale of Glamorgan ,.,.,.,.,.,Energy from Waste,2014
South East Wales,Cardiff ,.,.,.,.,.,Energy from Waste,2014
South East Wales,Rhondda Cynon Taf ,.,.,.,.,.,Energy from Waste,2014
South East Wales,Merthyr Tydfil ,.,.,.,.,.,Energy from Waste,2014
South East Wales,Caerphilly ,.,.,.,.,.,Energy from Waste,2014
South East Wales,Blaenau Gwent ,.,.,.,.,.,Energy from Waste,2014
South East Wales,Torfaen ,.,.,.,.,.,Energy from Waste,2014
South East Wales,Monmouthshire ,.,.,.,.,.,Energy from Waste,2014
South East Wales,Newport ,.,.,.,.,.,Energy from Waste,2014
Offshore ,Offshore,.,.,.,.,.,Energy from Waste,2014
Unknown (1),Unknown,.,.,.,.,.,Energy from Waste,2014
North Wales ,Isle of Anglesey ,0,0,0,0,0,Biomass Electricity and Combined Heat and Power,2014
North Wales,Gwynedd ,0,0,0,0,0,Biomass Electricity and Combined Heat and Power,2014
North Wales,Conwy ,0,0,0,0,0,Biomass Electricity and Combined Heat and Power,2014
North Wales,Denbighshire ,0,0,0,0,0,Biomass Electricity and Combined Heat and Power,2014
North Wales,Flintshire ,1,19.655,0,137742.24,0,Biomass Electricity and Combined Heat and Power,2014
North Wales,Wrexham ,1,0.29,0,2032.32,0,Biomass Electricity and Combined Heat and Power,2014
Mid & South West Wales,Powys ,1,0.29,0,2032.32,0,Biomass Electricity and Combined Heat and Power,2014
Mid & South West Wales,Ceredigion ,0,0,0,0,0,Biomass Electricity and Combined Heat and Power,2014
Mid & South West Wales,Pembrokeshire ,0,0,0,0,0,Biomass Electricity and Combined Heat and Power,2014
Mid & South West Wales,Carmarthenshire ,0,0,0,0,0,Biomass Electricity and Combined Heat and Power,2014
Mid & South West Wales,Swansea ,0,0,0,0,0,Biomass Electricity and Combined Heat and Power,2014
Mid & South West Wales,Neath Port Talbot ,1,14,0,98112,0,Biomass Electricity and Combined Heat and Power,2014
South East Wales ,Bridgend ,0,0,0,0,0,Biomass Electricity and Combined Heat and Power,2014
South East Wales,Vale of Glamorgan ,1,55,0,385440,0,Biomass Electricity and Combined Heat and Power,2014
South East Wales,Cardiff ,1,30,0,210240,0,Biomass Electricity and Combined Heat and Power,2014
South East Wales,Rhondda Cynon Taf ,0,0,0,0,0,Biomass Electricity and Combined Heat and Power,2014
South East Wales,Merthyr Tydfil ,1,1,0,7008,0,Biomass Electricity and Combined Heat and Power,2014
South East Wales,Caerphilly ,0,0,0,0,0,Biomass Electricity and Combined Heat and Power,2014
South East Wales,Blaenau Gwent ,0,0,0,0,0,Biomass Electricity and Combined Heat and Power,2014
South East Wales,Torfaen ,0,0,0,0,0,Biomass Electricity and Combined Heat and Power,2014
South East Wales,Monmouthshire ,1,5.985,0,41942.88,0,Biomass Electricity and Combined Heat and Power,2014
South East Wales,Newport ,0,0,0,0,0,Biomass Electricity and Combined Heat and Power,2014
Offshore ,Offshore,.,.,.,.,.,Biomass Electricity and Combined Heat and Power,2014
Unknown (1),Unknown,0,0,0,0,0,Biomass Electricity and Combined Heat and Power,2014
North Wales ,Isle of Anglesey ,143,0,1.87912,0,3621.440064,Heat Pump,2014
North Wales,Gwynedd ,238,0,2.386342,0,4598.957932,Heat Pump,2014
North Wales,Conwy ,72,0,1.02623,0,1977.750456,Heat Pump,2014
North Wales,Denbighshire ,107,0,1.17302,0,2260.644144,Heat Pump,2014
North Wales,Flintshire ,135,0,1.38885,0,2676.59172,Heat Pump,2014
North Wales,Wrexham ,115,0,0.946754,0,1824.584309,Heat Pump,2014
Mid & South West Wales,Powys ,430,0,3.87537,0,7468.613064,Heat Pump,2014
Mid & South West Wales,Ceredigion ,244,0,2.20768,0,4254.640896,Heat Pump,2014
Mid & South West Wales,Pembrokeshire ,205,0,2.27538,0,4385.112336,Heat Pump,2014
Mid & South West Wales,Carmarthenshire ,272,0,3.22512,0,6215.451264,Heat Pump,2014
Mid & South West Wales,Swansea ,92,0,1.17151,0,2257.734072,Heat Pump,2014
Mid & South West Wales,Neath Port Talbot ,50,0,0.42823,0,825.284856,Heat Pump,2014
South East Wales ,Bridgend ,12,0,0.1566,0,301.79952,Heat Pump,2014
South East Wales,Vale of Glamorgan ,49,0,0.60591,0,1167.709752,Heat Pump,2014
South East Wales,Cardiff ,39,0,0.4886,0,941.62992,Heat Pump,2014
South East Wales,Rhondda Cynon Taf ,68,0,0.7035,0,1355.7852,Heat Pump,2014
South East Wales,Merthyr Tydfil ,11,0,0.2182,0,420.51504,Heat Pump,2014
South East Wales,Caerphilly ,37,0,0.38841,0,748.543752,Heat Pump,2014
South East Wales,Blaenau Gwent ,14,0,0.0775,0,149.358,Heat Pump,2014
South East Wales,Torfaen ,20,0,0.236,0,454.8192,Heat Pump,2014
South East Wales,Monmouthshire ,193,0,1.96372,0,3784.481184,Heat Pump,2014
South East Wales,Newport ,32,0,0.44554,0,858.644688,Heat Pump,2014
Offshore ,Offshore,.,.,.,.,.,Heat Pump,2014
Unknown (1),Unknown,0,0,0,0,0,Heat Pump,2014
North Wales ,Isle of Anglesey ,0,0,0,0,0,Hydropower,2014
North Wales,Gwynedd ,45,50.777,0,93409.3692,0,Hydropower,2014
North Wales,Conwy ,20,34.847,0,64104.5412,0,Hydropower,2014
North Wales,Denbighshire ,10,0.5835,0,1073.4066,0,Hydropower,2014
North Wales,Flintshire ,0,0,0,0,0,Hydropower,2014
North Wales,Wrexham ,0,0,0,0,0,Hydropower,2014
Mid & South West Wales,Powys ,43,6.9513,0,12787.61148,0,Hydropower,2014
Mid & South West Wales,Ceredigion ,19,55.47045,0,102043.43982,0,Hydropower,2014
Mid & South West Wales,Pembrokeshire ,8,0.1445,0,265.8222,0,Hydropower,2014
Mid & South West Wales,Carmarthenshire ,12,4.6887,0,8625.33252,0,Hydropower,2014
Mid & South West Wales,Swansea ,0,0,0,0,0,Hydropower,2014
Mid & South West Wales,Neath Port Talbot ,12,0.5195,0,955.6722,0,Hydropower,2014
South East Wales ,Bridgend ,5,0.04714,0,86.718744,0,Hydropower,2014
South East Wales,Vale of Glamorgan ,0,0,0,0,0,Hydropower,2014
South East Wales,Cardiff ,0,0,0,0,0,Hydropower,2014
South East Wales,Rhondda Cynon Taf ,2,0.0605,0,111.2958,0,Hydropower,2014
South East Wales,Merthyr Tydfil ,0,0,0,0,0,Hydropower,2014
South East Wales,Caerphilly ,1,0.0075,0,13.797,0,Hydropower,2014
South East Wales,Blaenau Gwent ,0,0,0,0,0,Hydropower,2014
South East Wales,Torfaen ,1,0.029,0,53.3484,0,Hydropower,2014
South East Wales,Monmouthshire ,6,0.1913,0,351.91548,0,Hydropower,2014
South East Wales,Newport ,0,0,0,0,0,Hydropower,2014
Offshore ,Offshore,.,.,.,.,.,Hydropower,2014
Unknown (1),Unknown,0,0,0,0,0,Hydropower,2014
North Wales ,Isle of Anglesey ,1,0.44,0,2189.2992,0,Landfill Gas,2014
North Wales,Gwynedd ,1,0.3,0,1492.704,0,Landfill Gas,2014
North Wales,Conwy ,1,3.071,0,15280.31328,0,Landfill Gas,2014
North Wales,Denbighshire ,0,0,0,0,0,Landfill Gas,2014
North Wales,Flintshire ,2,1.92,0,9553.3056,0,Landfill Gas,2014
North Wales,Wrexham ,3,3.63,0,18061.7184,0,Landfill Gas,2014
Mid & South West Wales,Powys ,1,2,0,9951.36,0,Landfill Gas,2014
Mid & South West Wales,Ceredigion ,0,0,0,0,0,Landfill Gas,2014
Mid & South West Wales,Pembrokeshire ,1,2.166,0,10777.32288,0,Landfill Gas,2014
Mid & South West Wales,Carmarthenshire ,1,2.006,0,9981.21408,0,Landfill Gas,2014
Mid & South West Wales,Swansea ,1,1.152,0,5731.98336,0,Landfill Gas,2014
Mid & South West Wales,Neath Port Talbot ,2,2.53,0,12588.4704,0,Landfill Gas,2014
South East Wales ,Bridgend ,1,0.33,0,1641.9744,0,Landfill Gas,2014
South East Wales,Vale of Glamorgan ,0,0,0,0,0,Landfill Gas,2014
South East Wales,Cardiff ,2,4.354,0,21664.11072,0,Landfill Gas,2014
South East Wales,Rhondda Cynon Taf ,2,2.578,0,12827.30304,0,Landfill Gas,2014
South East Wales,Merthyr Tydfil ,2,6.329,0,31491.07872,0,Landfill Gas,2014
South East Wales,Caerphilly ,0,0,0,0,0,Landfill Gas,2014
South East Wales,Blaenau Gwent ,1,1.566,0,7791.91488,0,Landfill Gas,2014
South East Wales,Torfaen ,0,0,0,0,0,Landfill Gas,2014
South East Wales,Monmouthshire ,0,0,0,0,0,Landfill Gas,2014
South East Wales,Newport ,1,1.006,0,5005.53408,0,Landfill Gas,2014
Offshore ,Offshore,.,.,.,.,.,Landfill Gas,2014
Unknown (1),Unknown,0,0,0,0,0,Landfill Gas,2014
North Wales ,Isle of Anglesey ,1,490,0,2578250,0,Nuclear,2014
North Wales,Gwynedd ,0,0,0,0,0,Nuclear,2014
North Wales,Conwy ,0,0,0,0,0,Nuclear,2014
North Wales,Denbighshire ,0,0,0,0,0,Nuclear,2014
North Wales,Flintshire ,0,0,0,0,0,Nuclear,2014
North Wales,Wrexham ,0,0,0,0,0,Nuclear,2014
Mid & South West Wales,Powys ,0,0,0,0,0,Nuclear,2014
Mid & South West Wales,Ceredigion ,0,0,0,0,0,Nuclear,2014
Mid & South West Wales,Pembrokeshire ,0,0,0,0,0,Nuclear,2014
Mid & South West Wales,Carmarthenshire ,0,0,0,0,0,Nuclear,2014
Mid & South West Wales,Swansea ,0,0,0,0,0,Nuclear,2014
Mid & South West Wales,Neath Port Talbot ,0,0,0,0,0,Nuclear,2014
South East Wales ,Bridgend ,0,0,0,0,0,Nuclear,2014
South East Wales,Vale of Glamorgan ,0,0,0,0,0,Nuclear,2014
South East Wales,Cardiff ,0,0,0,0,0,Nuclear,2014
South East Wales,Rhondda Cynon Taf ,0,0,0,0,0,Nuclear,2014
South East Wales,Merthyr Tydfil ,0,0,0,0,0,Nuclear,2014
South East Wales,Caerphilly ,0,0,0,0,0,Nuclear,2014
South East Wales,Blaenau Gwent ,0,0,0,0,0,Nuclear,2014
South East Wales,Torfaen ,0,0,0,0,0,Nuclear,2014
South East Wales,Monmouthshire ,0,0,0,0,0,Nuclear,2014
South East Wales,Newport ,0,0,0,0,0,Nuclear,2014
Offshore ,Offshore,.,.,.,.,.,Nuclear,2014
Unknown (1),Unknown,0,0,0,0,0,Nuclear,2014
North Wales ,Isle of Anglesey ,0,0,0,0,0,Offshore Wind,2014
North Wales,Gwynedd ,0,0,0,0,0,Offshore Wind,2014
North Wales,Conwy ,2,666,0,2235000,0,Offshore Wind,2014
North Wales,Denbighshire ,1,60,0,183960,0,Offshore Wind,2014
North Wales,Flintshire ,0,0,0,0,0,Offshore Wind,2014
North Wales,Wrexham ,0,0,0,0,0,Offshore Wind,2014
Mid & South West Wales,Powys ,0,0,0,0,0,Offshore Wind,2014
Mid & South West Wales,Ceredigion ,0,0,0,0,0,Offshore Wind,2014
Mid & South West Wales,Pembrokeshire ,0,0,0,0,0,Offshore Wind,2014
Mid & South West Wales,Carmarthenshire ,0,0,0,0,0,Offshore Wind,2014
Mid & South West Wales,Swansea ,0,0,0,0,0,Offshore Wind,2014
Mid & South West Wales,Neath Port Talbot ,0,0,0,0,0,Offshore Wind,2014
South East Wales ,Bridgend ,0,0,0,0,0,Offshore Wind,2014
South East Wales,Vale of Glamorgan ,0,0,0,0,0,Offshore Wind,2014
South East Wales,Cardiff ,0,0,0,0,0,Offshore Wind,2014
South East Wales,Rhondda Cynon Taf ,0,0,0,0,0,Offshore Wind,2014
South East Wales,Merthyr Tydfil ,0,0,0,0,0,Offshore Wind,2014
South East Wales,Caerphilly ,0,0,0,0,0,Offshore Wind,2014
South East Wales,Blaenau Gwent ,0,0,0,0,0,Offshore Wind,2014
South East Wales,Torfaen ,0,0,0,0,0,Offshore Wind,2014
South East Wales,Monmouthshire ,0,0,0,0,0,Offshore Wind,2014
South East Wales,Newport ,0,0,0,0,0,Offshore Wind,2014
Offshore ,Offshore,.,.,.,.,.,Offshore Wind,2014
Unknown (1),Unknown,0,0,0,0,0,Offshore Wind,2014
North Wales ,Isle of Anglesey ,56,44.1122,0,103947.752568,0,Onshore Wind,2014
North Wales,Gwynedd ,55,5.4709,0,12891.847596,0,Onshore Wind,2014
North Wales,Conwy ,29,19.0744,0,44947.679136,0,Onshore Wind,2014
North Wales,Denbighshire ,30,31.355,0,73886.1762,0,Onshore Wind,2014
North Wales,Flintshire ,25,0.318,0,749.34792,0,Onshore Wind,2014
North Wales,Wrexham ,12,0.6795,0,1601.20098,0,Onshore Wind,2014
Mid & South West Wales,Powys ,151,125.3375,0,295350.2985,0,Onshore Wind,2014
Mid & South West Wales,Ceredigion ,74,82.0508,0,193347.787152,0,Onshore Wind,2014
Mid & South West Wales,Pembrokeshire ,110,15.4075,0,36306.8493,0,Onshore Wind,2014
Mid & South West Wales,Carmarthenshire ,101,78.43277,0,204103.936539,0,Onshore Wind,2014
Mid & South West Wales,Swansea ,4,0.34,0,801.1896,0,Onshore Wind,2014
Mid & South West Wales,Neath Port Talbot ,6,57.484,0,135457.59696,0,Onshore Wind,2014
South East Wales ,Bridgend ,8,54.713,0,128927.90172,0,Onshore Wind,2014
South East Wales,Vale of Glamorgan ,6,0.1,0,235.644,0,Onshore Wind,2014
South East Wales,Cardiff ,6,4.741,0,11171.88204,0,Onshore Wind,2014
South East Wales,Rhondda Cynon Taf ,8,66.049,0,155640.50556,0,Onshore Wind,2014
South East Wales,Merthyr Tydfil ,0,0,0,0,0,Onshore Wind,2014
South East Wales,Caerphilly ,12,1.171,0,2759.39124,0,Onshore Wind,2014
South East Wales,Blaenau Gwent ,2,0.501,0,1180.57644,0,Onshore Wind,2014
South East Wales,Torfaen ,4,0.0295,0,69.51498,0,Onshore Wind,2014
South East Wales,Monmouthshire ,26,0.5566,0,1311.594504,0,Onshore Wind,2014
South East Wales,Newport ,7,7.4838,0,17635.125672,0,Onshore Wind,2014
Offshore ,Offshore,.,.,.,.,.,Onshore Wind,2014
Unknown (1),Unknown,24,2.34,0,5514.0696,0,Onshore Wind,2014
North Wales ,Isle of Anglesey ,0,0,0,0,0,Sewage Gas,2014
North Wales,Gwynedd ,0,0,0,0,0,Sewage Gas,2014
North Wales,Conwy ,0,0,0,0,0,Sewage Gas,2014
North Wales,Denbighshire ,1,0.19,0.272,719.0208,1667.904,Sewage Gas,2014
North Wales,Flintshire ,1,0.19,0.225,719.0208,1379.7,Sewage Gas,2014
North Wales,Wrexham ,1,1.17,1.16,4427.6544,7113.12,Sewage Gas,2014
Mid & South West Wales,Powys ,1,0.1,0.1,378.432,613.2,Sewage Gas,2014
Mid & South West Wales,Ceredigion ,0,0,0,0,0,Sewage Gas,2014
Mid & South West Wales,Pembrokeshire ,0,0,0,0,0,Sewage Gas,2014
Mid & South West Wales,Carmarthenshire ,0,0,0,0,0,Sewage Gas,2014
Mid & South West Wales,Swansea ,1,0.56,0.8,2119.2192,4905.6,Sewage Gas,2014
Mid & South West Wales,Neath Port Talbot ,1,2.962,3.31,11209.15584,20296.92,Sewage Gas,2014
South East Wales ,Bridgend ,0,0,0,0,0,Sewage Gas,2014
South East Wales,Vale of Glamorgan ,0,0,0,0,0,Sewage Gas,2014
South East Wales,Cardiff ,2,4.425,5.66,16745.616,34707,Sewage Gas,2014
South East Wales,Rhondda Cynon Taf ,0,0,0,0,0,Sewage Gas,2014
South East Wales,Merthyr Tydfil ,0,0,0,0,0,Sewage Gas,2014
South East Wales,Caerphilly ,0,0,0,0,0,Sewage Gas,2014
South East Wales,Blaenau Gwent ,0,0,0,0,0,Sewage Gas,2014
South East Wales,Torfaen ,0,0,0,0,0,Sewage Gas,2014
South East Wales,Monmouthshire ,1,0.177,0.319,669.82464,1956.108,Sewage Gas,2014
South East Wales,Newport ,0,0,0,0,0,Sewage Gas,2014
Offshore ,Offshore,.,.,.,.,.,Sewage Gas,2014
Unknown (1),Unknown,0,0,0,0,0,Sewage Gas,2014
North Wales ,Isle of Anglesey ,1290,16.578474,0,14813.198088,0,Solar PV,2014
North Wales,Gwynedd ,1648,5.958131,0,5323.709211,0,Solar PV,2014
North Wales,Conwy ,909,3.185547,0,2846.349955,0,Solar PV,2014
North Wales,Denbighshire ,1214,4.610277,0,4119.374705,0,Solar PV,2014
North Wales,Flintshire ,1933,11.16888,0,9979.617658,0,Solar PV,2014
North Wales,Wrexham ,3993,8.874354,0,7929.412786,0,Solar PV,2014
Mid & South West Wales,Powys ,3068,14.37009,0,12839.962817,0,Solar PV,2014
Mid & South West Wales,Ceredigion ,1601,11.881995,0,10616.800172,0,Solar PV,2014
Mid & South West Wales,Pembrokeshire ,2482,109.82011,0,98126.464687,0,Solar PV,2014
Mid & South West Wales,Carmarthenshire ,3009,66.951705,0,59822.687452,0,Solar PV,2014
Mid & South West Wales,Swansea ,1954,16.6542,0,14880.860784,0,Solar PV,2014
Mid & South West Wales,Neath Port Talbot ,1099,9.097736,0,8129.009071,0,Solar PV,2014
South East Wales ,Bridgend ,1623,6.92963,0,6191.762998,0,Solar PV,2014
South East Wales,Vale of Glamorgan ,1495,32.085932,0,28669.421961,0,Solar PV,2014
South East Wales,Cardiff ,2453,8.02746,0,7172.696059,0,Solar PV,2014
South East Wales,Rhondda Cynon Taf ,2377,8.3021,0,7418.092392,0,Solar PV,2014
South East Wales,Merthyr Tydfil ,456,1.572725,0,1405.261242,0,Solar PV,2014
South East Wales,Caerphilly ,2085,6.478215,0,5788.414667,0,Solar PV,2014
South East Wales,Blaenau Gwent ,550,1.417045,0,1266.158048,0,Solar PV,2014
South East Wales,Torfaen ,1699,5.527165,0,4938.632471,0,Solar PV,2014
South East Wales,Monmouthshire ,3031,14.799982,0,13224.079917,0,Solar PV,2014
South East Wales,Newport ,1601,7.86631,0,7028.705311,0,Solar PV,2014
Offshore ,Offshore,.,.,.,.,.,Solar PV,2014
Unknown (1),Unknown,0,0,0,0,0,Solar PV,2014
North Wales ,Isle of Anglesey ,161,0,0.394173,0,241.706594,Solar Thermal,2014
North Wales,Gwynedd ,138,0,0.32753,0,200.841481,Solar Thermal,2014
North Wales,Conwy ,254,0,0.831258,0,509.727472,Solar Thermal,2014
North Wales,Denbighshire ,55,0,0.150524,0,92.301393,Solar Thermal,2014
North Wales,Flintshire ,97,0,0.212196,0,130.118736,Solar Thermal,2014
North Wales,Wrexham ,95,0,0.375372,0,230.17817,Solar Thermal,2014
Mid & South West Wales,Powys ,615,0,1.672542,0,1025.602924,Solar Thermal,2014
Mid & South West Wales,Ceredigion ,244,0,0.619516,0,379.887288,Solar Thermal,2014
Mid & South West Wales,Pembrokeshire ,490,0,1.415743,0,868.133508,Solar Thermal,2014
Mid & South West Wales,Carmarthenshire ,238,0,0.775876,0,475.76723,Solar Thermal,2014
Mid & South West Wales,Swansea ,126,0,0.320464,0,196.508368,Solar Thermal,2014
Mid & South West Wales,Neath Port Talbot ,33,0,0.085785,0,52.603521,Solar Thermal,2014
South East Wales ,Bridgend ,90,0,0.463566,0,284.258622,Solar Thermal,2014
South East Wales,Vale of Glamorgan ,83,0,0.115292,0,70.69677,Solar Thermal,2014
South East Wales,Cardiff ,80,0,0.199426,0,122.288218,Solar Thermal,2014
South East Wales,Rhondda Cynon Taf ,537,0,1.53153,0,939.134184,Solar Thermal,2014
South East Wales,Merthyr Tydfil ,63,0,0.030502,0,18.703826,Solar Thermal,2014
South East Wales,Caerphilly ,342,0,0.651942,0,399.770834,Solar Thermal,2014
South East Wales,Blaenau Gwent ,290,0,0.500424,0,306.859997,Solar Thermal,2014
South East Wales,Torfaen ,17,0,0.049641,0,30.439824,Solar Thermal,2014
South East Wales,Monmouthshire ,85,0,0.220592,0,135.267269,Solar Thermal,2014
South East Wales,Newport ,28,0,0.121281,0,74.369291,Solar Thermal,2014
Offshore ,Offshore,.,.,.,.,.,Solar Thermal,2014
Unknown (1),Unknown,0,0,0,0,0,Solar Thermal,2014
North Wales ,Isle of Anglesey ,1,1.2,0.0,6328.224,0.0,Anaerobic Digestion,2016
North Wales,Gwynedd ,2,1.5,0.178,7910.28,1091.496,Anaerobic Digestion,2016
North Wales,Conwy ,4,0.0,0.665,0.0,4077.78,Anaerobic Digestion,2016
North Wales,Denbighshire ,6,1.0,2.236,5273.52,13711.152,Anaerobic Digestion,2016
North Wales,Flintshire ,1,0.0,0.084,0.0,515.088,Anaerobic Digestion,2016
North Wales,Wrexham ,2,0.16,0.378,843.7632,2317.896,Anaerobic Digestion,2016
Mid & South West Wales,Powys ,19,3.36,3.173,17719.0272,19456.836,Anaerobic Digestion,2016
Mid & South West Wales,Ceredigion ,5,0.624,0.49,3290.67648,3004.68,Anaerobic Digestion,2016
Mid & South West Wales,Pembrokeshire ,3,0.003,0.162,15.82056,993.384,Anaerobic Digestion,2016
Mid & South West Wales,Carmarthenshire ,1,0.016,0.0,84.37632,0.0,Anaerobic Digestion,2016
Mid & South West Wales,Swansea ,0,0.0,0.0,0.0,0.0,Anaerobic Digestion,2016
Mid & South West Wales,Neath Port Talbot ,0,0.0,0.0,0.0,0.0,Anaerobic Digestion,2016
South East Wales ,Bridgend ,1,3.2,0.0,16875.264,0.0,Anaerobic Digestion,2016
South East Wales,Vale of Glamorgan ,2,1.0,0.0,5273.52,0.0,Anaerobic Digestion,2016
South East Wales,Cardiff ,0,0.0,0.0,0.0,0.0,Anaerobic Digestion,2016
South East Wales,Rhondda Cynon Taf ,2,1.0,1.264,5273.52,7750.848,Anaerobic Digestion,2016
South East Wales,Merthyr Tydfil ,0,0.0,0.0,0.0,0.0,Anaerobic Digestion,2016
South East Wales,Caerphilly ,2,1.45,0.0,7646.604,0.0,Anaerobic Digestion,2016
South East Wales,Blaenau Gwent ,0,0.0,0.0,0.0,0.0,Anaerobic Digestion,2016
South East Wales,Torfaen ,0,0.0,0.0,0.0,0.0,Anaerobic Digestion,2016
South East Wales,Monmouthshire ,1,0.0,0.084,0.0,515.088,Anaerobic Digestion,2016
South East Wales,Newport ,1,0.5,0.0,2636.76,0.0,Anaerobic Digestion,2016
Offshore ,Offshore,0,0.0,0.0,0.0,0.0,Anaerobic Digestion,2016
Unknown (1),Unknown,0,0.0,0.0,0.0,0.0,Anaerobic Digestion,2016
North Wales ,Isle of Anglesey ,53,0.0,2.76374,0.0,8473.62684,Biomass,2016
North Wales,Gwynedd ,200,0.0,13.57574,0.0,41623.21884,Biomass,2016
North Wales,Conwy ,111,0.0,6.78406,644.736,20799.92796,Biomass,2016
North Wales,Denbighshire ,176,0.0,14.04774,0.0,43070.37084,Biomass,2016
North Wales,Flintshire ,122,0.0,7.19858,0.0,22070.84628,Biomass,2016
North Wales,Wrexham ,71,0.0,32.1627,0.0,98610.8382,Biomass,2016
Mid & South West Wales,Powys ,849,0.0,104.00428,0.0,318877.12248,Biomass,2016
Mid & South West Wales,Ceredigion ,245,0.092,52.25,0.0,160198.5,Biomass,2016
